SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,10,1,INE457L01011,10
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,10,1,INE940H01014,10
PHILIPCARB,Phillips Carbon Black Limited,EQ,29-MAR-1995,10,1,INE602A01015,10
PHOENIXLL,Phoenix Lamps Limited,EQ,12-JAN-2004,10,1,INE455B01016,10
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1
PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1
PILANIINVS,Pilani Investment and Industries Corporation Limited,BE,08-DEC-2015,10,1,INE417C01014,10
PILITA,PIL ITALICA LIFESTYLE LIMITED,BE,07-OCT-2013,1,1,INE600A01035,1
PINCON,Pincon Spirit Limited,EQ,15-JUN-2016,10,1,INE675G01018,10
PIONDIST,Pioneer Distilleries Limited,EQ,15-JUN-2010,10,1,INE889E01010,10
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10
PIRPHYTO,Piramal Phytocare Limited,EQ,29-MAY-2008,10,1,INE122J01015,10
PITTILAM,Pitti Laminations Limited,EQ,02-FEB-2007,5,1,INE450D01021,5
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-AUG-2015,10,1,INE431F01018,10
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5
PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10
PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10,1,INE392B01011,10
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2
POCHIRAJU,Pochiraju Industries Limited,EQ,09-FEB-2007,10,1,INE332G01032,10
POKARNA,Pokarna Limited,EQ,07-JUL-2016,10,1,INE637C01017,10
POLARIS,POLARIS CONSULTING & SERVICES LIMITED,EQ,24-NOV-1999,5,1,INE763A01023,5
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10
PRABHAT,Prabhat Dairy Limited,EQ,21-SEP-2015,10,1,INE302M01033,10
PRADIP,Pradip Overseas Limited,BE,05-APR-2010,10,1,INE495J01015,10
PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
PRAKASHCON,Prakash Constrowell Limited,EQ,04-OCT-2011,1,1,INE023M01027,1
PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1
PRATIBHA,Pratibha Industries Limited,EQ,16-MAR-2006,2,1,INE308H01022,2
PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
PRECOT,Precot Meridian Limited,EQ,19-AUG-2005,10,1,INE283A01014,10
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,5,1,INE372C01029,5
PREMIER,Premier Limited,EQ,03-APR-1996,10,1,INE342A01018,10
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,5,1,INE309M01012,5
PRESSMN,Pressman Advertising Limited,EQ,05-JAN-2005,2,1,INE980A01023,2
PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
PRISMCEM,Prism Cement Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
PROVOGE,Provogue (India) Limited,EQ,26-MAR-2012,1,1,INE968G01033,1
PROZONINTU,Prozone Intu Properties Limited,EQ,12-SEP-2012,2,1,INE195N01013,2
PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
PSL,PSL Limited,EQ,29-MAY-2003,10,1,INE474B01017,10
PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
PTL,PTL Enterprises Limited,BE,29-JAN-2007,2,1,INE034D01031,2
PUNJLLOYD,Punj Lloyd Limited,EQ,06-JAN-2006,2,1,INE701B01021,2
PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
PVP,PVP Ventures Limited,EQ,03-APR-1996,10,1,INE362A01016,10
PVR,PVR Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,10,1,INE919I01016,10
RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
RAINBOWPAP,Rainbow Papers Limited,EQ,02-JUN-2010,2,1,INE028D01025,2
RAIREKMOH,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited,EQ,10-APR-1996,10,100,INE313D01013,10
RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
RAJOIL,Raj Oil Mills Limited,EQ,12-AUG-2009,10,1,INE294G01018,10
RAJRAYON,Raj Rayon Industries Limited,EQ,04-JAN-2007,1,1,INE533D01024,1
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5
RAJVIR,Rajvir Industries Limited,EQ,20-SEP-2005,10,1,INE011H01014,10
RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10
RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
RAMSARUP,Ramsarup Industries Limited,BE,09-JUL-2007,10,1,INE005D01015,10
RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
RANEENGINE,Rane Engine Valve Limited,EQ,24-JUN-2008,10,1,INE222J01013,10
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
RASOYPR,Rasoya Proteins Limited,BE,12-DEC-2011,1,1,INE904G01038,1
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
RCOM,Reliance Communications Limited,EQ,06-MAR-2006,5,1,INE330H01018,5
RDEL,Reliance Defence and Engineering Limited,EQ,09-OCT-2009,10,1,INE542F01012,10
RECLTD,Rural Electrification Corporation Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
REDINGTON,Redington (India) Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
REFEX,Refex Industries Limited,EQ,03-DEC-2009,10,1,INE056I01017,10
REGENCERAM,Regency Ceramics Limited,BE,08-NOV-2000,10,1,INE277C01012,10
REIAGROLTD,Rei Agro Limited,EQ,25-NOV-2008,1,1,INE385B01031,1
RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
RELCAPITAL,Reliance Capital Limited,EQ,29-NOV-1995,10,1,INE013A01015,10
RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
RELINFRA,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,10,1,INE474C01015,10
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
REVATHI,Revathi Equipment Limited,EQ,11-AUG-2005,10,1,INE617A01013,10
RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
RJL,Renaissance Jewellery Limited,EQ,12-DEC-2007,10,1,INE722H01016,10
RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10
RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,10,1,INE399G01015,10
RMCL,Radha Madhav Corporation Limited,BE,26-NOV-2007,10,1,INE172H01014,10
RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
ROHITFERRO,Rohit Ferro-Tech Limited,EQ,13-APR-2006,10,1,INE248H01012,10
ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
ROLLT,Rollatainers Limited,EQ,22-NOV-2016,1,1,INE927A01040,1
ROLTA,Rolta India Limited,EQ,01-MAR-1995,10,1,INE293A01013,10
ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2
RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10
RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
RTNINFRA,RattanIndia Infrastructure Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
RUCHINFRA,Ruchi Infrastructure Limited,BE,12-JUL-2000,1,1,INE413B01023,1
RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
RUCHISOYA,Ruchi Soya Industries Limited,EQ,02-JAN-2003,2,1,INE619A01027,2
RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,10,1,INE573K01017,10
SABTN,Sri Adhikari Brothers Television Network Limited,EQ,16-NOV-2007,10,1,INE416A01036,10
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,10,1,INE229C01013,10
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,10,1,INE667G01015,10
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,10,1,INE190H01016,10
SALORAINTL,Salora International Limited,EQ,15-FEB-1995,10,1,INE924A01013,10
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10,1,INE658G01014,10
SAMBHAAV,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1
SAMTEL,Samtel Color Limited,EQ,23-FEB-2005,10,1,INE381A01016,10
SANCO,Sanco Industries Limited,BE,22-NOV-2016,10,1,INE782L01012,10
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
SANGHVIFOR,Sanghvi Forging and Engineering Limited,EQ,23-MAY-2011,10,1,INE263L01013,10
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,INE989A01024,2
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
SANWARIA,Sanwaria Agro Oils Limited,EQ,27-MAR-2006,1,1,INE890C01046,1
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,10,1,INE385C01013,10
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,10,1,INE979A01017,10
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
SATHAISPAT,Sathavahana Ispat Limited,EQ,27-DEC-2006,10,1,INE176C01016,10
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,10,1,INE480C01012,10
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
SELMCL,SEL Manufacturing Company Limited,EQ,21-AUG-2007,10,1,INE105I01012,10
SEPOWER,S.E. Power Limited,EQ,27-JUL-2012,10,1,INE735M01018,10
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
SERVALL,Servalakshmi Paper Limited,EQ,12-MAY-2011,10,1,INE431L01016,10
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,10,1,INE630A01016,10
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
SGFL,Shree Ganesh Forgings Limited,BE,22-MAY-2007,10,1,INE883G01018,10
SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10
SHARONBIO,Sharon Bio-Medicine Limited,EQ,07-DEC-2011,2,1,INE028B01029,2
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1
SHILPI,Shilpi Cable Technologies Limited,EQ,08-APR-2011,10,1,INE510K01019,10
SHIRPUR-G,Shirpur Gold Refinery Limited,EQ,21-MAR-2001,10,1,INE196B01016,10
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2
SHIVTEX,Shiva Texyarn Limited,EQ,18-OCT-1995,10,1,INE705C01012,10
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5
SHREECEM,Shree Cements Limited,EQ,26-APR-1995,10,1,INE070A01015,10
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,5,1,INE879A01019,5
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10
SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,INE757B01015,10
SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-APR-2005,10,1,INE722A01011,10
SHRIRAMEPC,Shriram EPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10
SICAGEN,Sicagen India Limited,EQ,21-AUG-2008,10,1,INE176J01011,10
SICAL,Sical Logistics Limited,EQ,28-APR-1999,10,1,INE075B01012,10
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2
SIL,Standard Industries Limited,BE,27-JAN-2004,5,1,INE173A01025,5
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
SIMBHALS,Simbhaoli Sugars Limited,EQ,14-MAR-2016,10,1,INE748T01016,10
SIMPLEX,Simplex Projects Limited,BE,03-AUG-2007,10,1,INE898F01018,10
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2
SINTEX,Sintex Industries Limited,EQ,05-NOV-1998,1,1,INE429C01035,1
SITASHREE,Sita Shree Food Products Limited,EQ,07-APR-2008,10,1,INE686I01011,10
SITINET,Siti Networks Limited,EQ,10-JAN-2007,1,1,INE965H01011,1
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,10,1,INE076B01010,10
SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
SKIL,SKIL Infrastructure Limited,EQ,09-OCT-1996,10,1,INE429F01012,10
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1
SMARTLINK,Smartlink Network Systems Limited,EQ,11-APR-2001,2,1,INE178C01020,2
SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10
SMPL,Splendid Metal Products Limited,EQ,09-MAR-2010,5,1,INE215G01021,5
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10
SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2
SOMATEX,Soma Textiles & Industries Limited,BE,22-NOV-2000,10,1,INE314C01013,10
SONASTEER,Sona Koyo Steering Systems Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1
SORILINFRA,SORIL Infra Resources Limited,EQ,06-DEC-2005,10,1,INE034H01016,10
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,10,1,INE035D01012,10
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10
SPCENET,Spacenet Enterprises India Limited,EQ,10-JAN-2017,1,1,INE970N01027,1
SPECIALITY,Speciality Restaurants Limited,BE,30-MAY-2012,10,1,INE247M01014,10
SPENTEX,Spentex Industries Limited,EQ,20-DEC-2006,10,1,INE376C01020,10
SPHEREGSL,Sphere Global Services Limited,EQ,13-AUG-1997,10,1,INE737B01033,10
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10
SPICEMOBI,Spice Mobility Limited,EQ,27-MAY-2008,3,1,INE927C01020,3
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2
SPYL,Shekhawati Poly-Yarn Limited,EQ,12-JAN-2011,1,1,INE268L01020,1
SQSBFSI,SQS India BFSI Limited,EQ,26-OCT-2009,10,1,INE201K01015,10
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10
SREINFRA,SREI Infrastructure Finance Limited,EQ,20-DEC-1995,10,1,INE872A01014,10
SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
SRIPIPES,Srikalahasthi Pipes Limited,EQ,28-AUG-2007,10,1,INE943C01027,10
SRSLTD,SRS Limited,EQ,16-SEP-2011,10,1,INE219H01039,10
SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,10,1,INE802C01017,10
STAMPEDE,Stampede Capital Limited,EQ,25-JUL-2016,1,1,INE224E01028,1
STAR,Strides Shasun Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10
STERLINBIO,Sterling Biotech Limited,EQ,12-MAY-2003,1,1,INE324C01038,1
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2
STINDIA,STI India Limited,EQ,06-DEC-1995,10,1,INE090C01019,10
STRTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2
SUBEX,Subex Limited,EQ,05-SEP-2003,10,1,INE754A01014,10
SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2
SUJANAUNI,Sujana Universal Industries Limited,EQ,19-FEB-2008,10,1,INE216G01011,10
SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,10,1,INE235C01010,10
SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10
SUNILHITEC,Sunil Hitech Engineers Limited,EQ,02-MAR-2006,1,1,INE305H01028,1
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,2,1,INE805D01026,2
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10
SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1
SUPPETRO,Supreme Petrochem Limited,EQ,13-OCT-1999,10,1,INE663A01017,10
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2
SUPREMEINF,Supreme Infrastructure India Limited,EQ,18-OCT-2007,10,1,INE550H01011,10
SUPREMETEX,Supreme Tex Mart Limited,EQ,14-MAR-2007,5,1,INE651G01027,5
SURANAIND,Surana Industries Limited,BE,28-DEC-2006,10,1,INE659D01019,10
SURANASOL,SURANA SOLAR LIMITED,EQ,07-JAN-2011,5,1,INE272L01022,5
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,INE335A01012,10
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,10,1,INE645H01019,10
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2
SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
SYNCOM,Syncom Healthcare Limited,EQ,15-FEB-2010,10,1,INE602K01014,10
SYNDIBANK,Syndicate Bank,EQ,22-DEC-1999,10,1,INE667A01018,10
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,10,1,INE187D01011,10
TALWALKARS,Talwalkars Better Value Fitness Limited,EQ,10-MAY-2010,10,1,INE502K01016,10
TANLA,Tanla Solutions Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
TANTIACONS,Tantia Constructions Limited,BE,19-FEB-2008,10,1,INE388G01018,10
TARAJEWELS,Tara Jewels Limited,EQ,06-DEC-2012,10,1,INE799L01016,10
TARAPUR,Tarapur Transformers Limited,BE,18-MAY-2010,10,1,INE747K01017,10
TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
TATACHEM,Tata Chemicals Limited,IL,01-APR-1999,10,1,INE344201012,10
